City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,la passe,45.5549,-0.8967,8.12,75,5,6.27,FR,2025-03-06 02:51:23
299,twon-brass,4.3151,6.2418,27.88,79,92,4.19,NG,2025-03-06 02:51:24
300,cimitarra,6.3142,-73.9497,22.98,96,99,1.62,CO,2025-03-06 02:51:26
301,banda aceh,5.5577,95.3222,27.65,76,100,2.12,ID,2025-03-06 02:51:53
302,port alfred,-33.5906,26.891,20.66,98,63,1.79,ZA,2025-03-06 02:51:56
303,north bend,43.4065,-124.2243,8.95,81,100,4.12,US,2025-03-06 02:51:57
304,harihar,14.5167,75.8,26.4,35,16,2.6,IN,2025-03-06 02:51:58
305,rikaze,29.25,88.8833,1.95,9,0,1.14,CN,2025-03-06 02:51:59
306,dawei,14.0833,98.2,30.37,46,74,2.27,MM,2025-03-06 02:52:00
307,korla,41.7597,86.1469,3.85,48,35,2.32,CN,2025-03-06 02:52:01
308,mamuju,-2.6748,118.8885,30.39,68,100,2.29,ID,2025-03-06 02:52:02
309,okhotsk,59.3833,143.3,-18.49,80,87,4.81,RU,2025-03-06 02:52:03
310,fiambala,-27.6871,-67.6149,26.02,52,0,1.77,AR,2025-03-06 02:52:06
311,jayapura,-2.5333,140.7,32.66,64,67,3.28,ID,2025-03-06 02:52:07
312,st. john's,47.5649,-52.7093,-1.13,87,20,3.6,CA,2025-03-06 02:52:08
313,umea,63.8284,20.2597,0.96,93,100,1.54,SE,2025-03-06 02:52:09
314,tazacorte,28.629,-17.9293,14.54,67,0,2.06,ES,2025-03-06 02:52:10
315,vanino,49.0869,140.2543,-7.22,88,99,3.57,RU,2025-03-06 02:52:11
316,kerikeri,-35.2268,173.9474,21.48,40,0,3.91,NZ,2025-03-06 02:52:13
317,capitao poco,-1.7464,-47.0594,22.38,98,100,0.8,BR,2025-03-06 02:52:14
318,haiku-pauwela,20.9219,-156.3051,26.01,67,20,13.38,US,2025-03-06 02:52:16
319,bardoli,21.1167,73.1167,24.42,11,0,2.65,IN,2025-03-06 02:52:17
320,vangaindrano,-23.35,47.6,24.62,94,22,2.16,MG,2025-03-06 02:52:19
321,porto novo,6.4965,2.6036,27.08,84,54,3.04,BJ,2025-03-06 02:52:20
322,gulf park estates,30.3919,-88.7611,15.01,33,0,4.12,US,2025-03-06 02:52:21
323,tamanrasset,22.785,5.5228,17.95,24,0,5.14,DZ,2025-03-06 02:52:23
324,tanjung pandan,-2.75,107.65,29.62,68,100,1.34,ID,2025-03-06 02:52:24
325,al hazm,16.1641,44.7769,19.9,53,1,0.15,YE,2025-03-06 02:52:25
326,mcalester,34.9334,-95.7697,3.05,52,20,0.0,US,2025-03-06 02:52:26
327,constantia,44.1833,28.65,5.39,67,1,3.86,RO,2025-03-06 02:52:27
328,awjilah,29.1081,21.2869,10.18,66,33,2.91,LY,2025-03-06 02:52:28
329,manokwari,-0.8667,134.0833,28.75,71,100,5.23,ID,2025-03-06 02:52:29
330,novovyazniki,56.1975,42.1711,1.01,95,100,4.37,RU,2025-03-06 02:52:32
331,queenstown,-31.8976,26.8753,19.82,59,4,2.46,ZA,2025-03-06 02:47:53
332,habiganj,24.3833,91.4167,25.44,34,0,3.48,BD,2025-03-06 02:52:34
333,ulsteinvik,62.3432,5.8487,11.5,76,100,19.27,NO,2025-03-06 02:52:35
334,laguna,38.421,-121.4238,11.24,85,0,4.63,US,2025-03-06 02:52:36
335,carnarvon,-24.8667,113.6333,34.23,43,0,3.25,AU,2025-03-06 02:52:37
336,vorkuta,67.5,64.0,-21.97,100,99,1.87,RU,2025-03-06 02:52:38
337,suomussalmi,64.8869,28.9078,-9.79,99,99,1.0,FI,2025-03-06 02:52:39
338,salalah,17.0151,54.0924,24.05,78,40,2.06,OM,2025-03-06 02:52:41
339,alofi,-19.0595,-169.9187,26.94,78,40,4.12,NU,2025-03-06 02:52:42
340,la huacana,18.9667,-101.8167,23.32,54,3,1.97,MX,2025-03-06 02:53:51
341,fort st. john,56.2499,-120.8529,1.94,64,20,2.57,CA,2025-03-06 02:52:55
342,west island,-12.1568,96.8225,28.99,84,40,6.69,CC,2025-03-06 02:53:54
343,chebarkul',54.9749,60.3633,-8.58,97,100,1.22,RU,2025-03-06 02:53:55
344,cronulla,-34.05,151.15,26.67,65,40,7.2,AU,2025-03-06 02:53:56
345,iskateley,67.6803,53.1512,-9.88,92,75,6.05,RU,2025-03-06 02:53:59
346,biltine,14.5333,20.9167,22.57,12,32,6.47,TD,2025-03-06 02:54:00
347,hebi,35.8992,114.1925,9.86,42,100,2.19,CN,2025-03-06 02:54:01
348,sosnovo-ozerskoye,52.5249,111.5418,-11.13,84,100,1.55,RU,2025-03-06 02:54:02
349,zhosaly,45.4878,64.0781,0.92,81,100,11.38,KZ,2025-03-06 02:54:03
350,songjianghe,42.1859,127.479,-1.63,54,99,3.51,CN,2025-03-06 02:54:05
351,ust'-kulom,61.6864,53.6902,-9.59,97,99,2.35,RU,2025-03-06 02:54:06
352,yuzhno-kurilsk,44.0306,145.8556,-1.73,93,100,6.81,RU,2025-03-06 02:54:07
353,maracaibo,10.6317,-71.6406,26.57,72,33,4.85,VE,2025-03-06 02:54:08
354,barah,13.7,30.3667,19.22,15,0,5.04,SD,2025-03-06 02:54:09
355,smara,26.7384,-11.6719,14.99,67,64,3.97,EH,2025-03-06 02:54:10
356,aljezur,37.3191,-8.8033,11.65,91,25,1.14,PT,2025-03-06 02:54:11
357,hanceville,34.0607,-86.7675,5.95,70,97,6.4,US,2025-03-06 02:54:13
358,veinticinco de mayo,-35.4323,-60.1727,27.39,68,66,5.76,AR,2025-03-06 02:54:14
359,mount vernon,40.9126,-73.8371,12.01,88,100,7.72,US,2025-03-06 02:54:15
360,priargunsk,50.3691,119.1012,-14.63,89,30,1.13,RU,2025-03-06 02:54:16
361,solnechnyy,50.7214,136.6319,-10.82,72,28,3.2,RU,2025-03-06 02:54:17
362,nemuro,43.3236,145.575,-1.36,96,100,8.99,JP,2025-03-06 02:54:18
363,tolanaro,-25.0319,46.9987,25.04,94,40,0.0,MG,2025-03-06 02:54:19
364,aliwal north,-30.6937,26.7114,19.71,67,61,1.03,ZA,2025-03-06 02:54:20
365,darwin,-12.4611,130.8418,31.99,74,75,5.36,AU,2025-03-06 02:54:22
366,san miguel,13.4833,-88.1833,25.78,71,75,0.89,SV,2025-03-06 02:54:23
367,tupiza,-21.45,-65.7167,12.83,77,95,3.29,BO,2025-03-06 02:54:24
368,cill airne,52.05,-9.5167,7.03,96,49,2.75,IE,2025-03-06 02:54:25
369,shiqian,27.5225,108.2281,6.16,74,100,1.93,CN,2025-03-06 02:54:26
370,el obeid,13.1842,30.2167,19.24,14,2,5.5,SD,2025-03-06 02:54:27
371,al mijlad,11.0333,27.7333,23.58,11,2,7.88,SD,2025-03-06 02:54:28
372,nantucket,41.2835,-70.0995,8.06,93,100,12.03,US,2025-03-06 02:54:29
373,beaconsfield,45.4334,-73.8659,8.51,93,100,3.6,CA,2025-03-06 02:54:31
374,kokopo,-4.352,152.2633,30.21,60,32,3.13,PG,2025-03-06 02:54:32
375,iquitos,-3.7481,-73.2472,25.02,94,75,1.54,PE,2025-03-06 02:54:33
376,robertsport,6.7533,-11.3686,25.47,85,100,2.12,LR,2025-03-06 02:54:34
377,macau,22.2006,113.5461,12.85,94,40,10.29,MO,2025-03-06 02:54:35
378,mymensingh,24.75,90.4,23.23,32,1,3.7,BD,2025-03-06 02:54:36
379,kuruman,-27.4524,23.4325,20.85,68,0,2.27,ZA,2025-03-06 02:54:37
380,leer,53.2316,7.461,2.19,90,0,3.46,DE,2025-03-06 02:54:38
381,diego de almagro,-26.3667,-70.05,17.11,52,0,0.58,CL,2025-03-06 02:54:40
382,plettenberg bay,-34.0527,23.3716,18.6,93,0,1.4,ZA,2025-03-06 02:54:41
383,san luis,-33.295,-66.3356,24.38,67,77,4.17,AR,2025-03-06 02:54:42
384,cianorte,-23.6633,-52.605,20.65,76,53,2.58,BR,2025-03-06 02:54:43
385,alondra park,33.8895,-118.3309,12.44,96,100,2.68,US,2025-03-06 02:54:44
386,halifax,44.6453,-63.5724,3.58,95,100,3.09,CA,2025-03-06 02:54:45
387,masterton,-40.9597,175.6575,17.12,40,0,4.29,NZ,2025-03-06 02:54:46
388,morehead city,34.7229,-76.726,16.12,83,0,8.75,US,2025-03-06 02:54:47
389,nioki,-2.7167,17.6833,21.55,98,100,0.88,CD,2025-03-06 02:54:49
390,yaring,6.8662,101.3689,29.27,68,82,2.87,TH,2025-03-06 02:54:50
391,andergrove,-21.0833,149.1833,28.54,68,0,3.76,AU,2025-03-06 02:54:51
392,manakara,-22.1333,48.0167,24.4,92,72,1.91,MG,2025-03-06 02:54:52
393,angaur state,6.906,134.13,28.34,81,78,7.7,PW,2025-03-06 02:54:53
394,guamuchil,25.4667,-108.1,18.42,44,100,1.09,MX,2025-03-06 02:54:54
395,chita,52.0333,113.55,-15.06,78,100,1.0,RU,2025-03-06 02:54:56
396,ar ruseris,11.8659,34.3869,26.49,16,13,3.06,SD,2025-03-06 02:54:57
397,port blair,11.6667,92.75,29.02,79,55,3.09,IN,2025-03-06 02:54:58
398,anicuns,-16.4611,-49.9617,19.67,85,100,1.11,BR,2025-03-06 02:54:59
399,constitucion,-35.3333,-72.4167,14.85,94,22,1.18,CL,2025-03-06 02:55:00
400,waycross,31.2136,-82.354,16.03,51,100,8.75,US,2025-03-06 02:55:02
401,malvan,16.0667,73.4667,27.58,39,16,2.65,IN,2025-03-06 02:55:04
402,boguchany,58.3814,97.4531,-6.2,92,100,2.33,RU,2025-03-06 02:55:06
403,el porvenir,13.7617,-87.3458,25.1,73,65,0.73,HN,2025-03-06 02:55:08
404,maintirano,-18.0667,44.0167,25.9,88,7,3.43,MG,2025-03-06 02:55:09
405,wysokie mazowieckie,52.9166,22.5171,6.21,62,57,6.55,PL,2025-03-06 02:55:10
406,den burg,53.0542,4.7972,4.99,86,0,3.09,NL,2025-03-06 02:55:11
407,laibin,23.7,109.2667,8.89,69,100,7.17,CN,2025-03-06 02:55:13
408,mumford,5.2618,-0.759,26.54,87,70,4.65,GH,2025-03-06 02:55:14
409,thunder bay,48.4001,-89.3168,-7.01,63,100,3.09,CA,2025-03-06 02:55:15
410,magadan,59.5667,150.8,-16.6,77,100,1.18,RU,2025-03-06 02:55:16
411,labrador city,52.9463,-66.9114,-18.05,65,100,0.0,CA,2025-03-06 02:55:17
412,umm kaddadah,13.6017,26.6876,19.79,19,6,9.31,SD,2025-03-06 02:55:18
413,lobva,59.1854,60.5185,-10.35,96,100,1.72,RU,2025-03-06 02:55:19
414,hadibu,12.65,54.0333,24.15,81,53,4.47,YE,2025-03-06 02:55:20
415,new plymouth,-39.0667,174.0833,19.2,34,0,2.17,NZ,2025-03-06 02:55:21
416,bardai,11.65,7.2333,22.33,13,6,5.4,NG,2025-03-06 02:55:23
417,mata-utu,-13.2816,-176.1745,27.03,78,86,7.08,WF,2025-03-06 02:55:24
418,mili,6.0815,171.735,27.51,78,85,9.63,MH,2025-03-06 02:55:25
419,fort dodge,42.4975,-94.168,-4.44,88,2,0.89,US,2025-03-06 02:55:26
420,kitimat,54.0524,-128.6534,2.99,93,30,0.68,CA,2025-03-06 02:55:27
421,port saint john's,-31.6229,29.5448,24.58,90,41,3.46,ZA,2025-03-06 02:55:29
422,iguape,-24.7081,-47.5553,24.52,85,39,4.36,BR,2025-03-06 02:55:31
423,kourou,5.1552,-52.6478,24.0,91,86,1.57,GF,2025-03-06 02:55:32
424,sitka,57.0531,-135.33,7.94,66,75,5.66,US,2025-03-06 02:54:55
425,al kharj,24.155,47.3346,18.32,33,100,2.97,SA,2025-03-06 02:55:34
426,turpan,42.9333,89.1667,8.54,27,9,0.81,CN,2025-03-06 02:55:35
427,new norfolk,-42.7826,147.0587,18.29,40,72,1.24,AU,2025-03-06 02:55:36
428,sarupathar,26.1984,93.8094,23.66,40,6,2.28,IN,2025-03-06 02:55:37
429,oyo,7.85,3.9333,24.31,86,4,1.88,NG,2025-03-06 02:55:38
430,hafar al-batin,28.4328,45.9708,16.32,88,40,3.6,SA,2025-03-06 02:55:39
431,al ghayzah,16.2079,52.176,24.19,75,80,4.63,YE,2025-03-06 02:55:41
432,el nido,11.1858,119.3956,30.64,69,44,5.51,PH,2025-03-06 02:55:42
433,chinde,26.8212,87.7095,22.14,30,0,1.65,NP,2025-03-06 02:55:43
434,dipayal,29.2608,80.94,21.21,36,0,0.57,NP,2025-03-06 02:55:44
435,muisne,0.6,-80.0333,24.2,91,100,1.84,EC,2025-03-06 02:55:45
436,sorong,-0.8833,131.25,26.59,79,100,1.86,ID,2025-03-06 02:55:46
437,bikenibeu village,1.3673,173.1241,29.98,74,40,6.17,KI,2025-03-06 02:55:47
438,tual,-5.6667,132.75,28.66,68,96,0.67,ID,2025-03-06 02:55:48
439,noosa heads,-26.3833,153.15,26.71,65,77,8.94,AU,2025-03-06 02:55:49
440,broome,42.2506,-75.833,12.61,87,100,7.2,US,2025-03-06 02:55:50
441,imbituba,-28.24,-48.6703,22.12,92,7,5.25,BR,2025-03-06 02:55:52
442,turuntayevo,52.2,107.6167,-4.33,83,100,1.16,RU,2025-03-06 02:55:54
443,aoulef,26.9667,1.0833,19.58,46,100,7.1,DZ,2025-03-06 02:55:56
444,plastun,44.7561,136.2939,0.62,35,20,3.44,RU,2025-03-06 02:55:57
445,perevoz,55.5961,44.5446,-1.16,97,100,4.48,RU,2025-03-06 02:56:00
446,moroni,-11.7022,43.2551,26.94,77,100,0.92,KM,2025-03-06 02:56:01
447,mutoko,-17.397,32.2268,15.57,96,4,1.19,ZW,2025-03-06 02:56:02
448,nabire,-3.3667,135.4833,31.4,58,41,2.87,ID,2025-03-06 02:54:50
449,tete,-16.1564,33.5867,21.86,97,26,1.13,MZ,2025-03-06 02:56:04
450,raja,8.4596,25.678,24.74,22,13,1.57,SS,2025-03-06 02:56:05
451,taoudenni,22.6783,-3.9836,21.16,44,92,3.36,ML,2025-03-06 02:56:06
452,manaoag,16.0333,120.4833,32.98,50,12,0.31,PH,2025-03-06 02:56:07
453,silver city,32.7701,-108.2803,11.98,25,0,2.06,US,2025-03-06 02:56:09
454,margate,51.3813,1.3862,6.5,85,1,3.57,GB,2025-03-06 02:56:11
455,san rafael,-34.6177,-68.3301,20.01,87,0,3.38,AR,2025-03-06 02:56:12
456,minab,27.1467,57.0801,19.78,39,57,1.02,IR,2025-03-06 02:56:13
457,ndele,8.4109,20.6473,23.46,21,14,1.53,CF,2025-03-06 02:56:14
458,elbistan,38.2059,37.1983,0.73,74,22,1.44,TR,2025-03-06 02:56:15
459,goondiwindi,-28.55,150.3167,34.08,29,9,9.08,AU,2025-03-06 02:56:17
460,rudsar,37.1376,50.288,8.13,77,70,1.13,IR,2025-03-06 02:56:18
461,hasaki,35.7333,140.8333,10.05,59,100,5.33,JP,2025-03-06 02:56:19
462,kone,-21.0595,164.8658,29.11,76,100,0.53,NC,2025-03-06 02:56:20
463,agbabu,6.5886,4.8343,24.77,95,75,0.68,NG,2025-03-06 02:56:21
464,lerwick,60.1545,-1.1494,7.88,82,100,9.89,GB,2025-03-06 02:56:22
465,oumache,34.6929,5.6809,15.16,72,40,5.66,DZ,2025-03-06 02:56:23
466,dauphin,51.1494,-100.0502,-1.92,80,100,7.72,CA,2025-03-06 02:56:24
467,nizhniy odes,63.6445,54.856,-9.14,95,98,3.4,RU,2025-03-06 02:56:25
468,simpang,-1.2667,104.0833,25.62,92,99,1.57,ID,2025-03-06 02:56:26
469,galiakot,23.5167,74.0,21.19,13,0,2.04,IN,2025-03-06 02:56:28
470,malabar,-33.9667,151.25,26.59,59,40,7.2,AU,2025-03-06 02:56:29
471,touros,-5.1989,-35.4608,27.03,74,100,6.25,BR,2025-03-06 02:56:30
472,borger,52.9233,6.7931,2.17,83,0,3.42,NL,2025-03-06 02:56:31
473,jindabyne,-36.4167,148.6333,25.12,28,0,3.78,AU,2025-03-06 02:56:32
474,villa vicente guerrero,19.1194,-98.1708,18.58,47,64,2.63,MX,2025-03-06 02:56:33
475,dakingari,11.6451,4.0605,27.02,11,11,2.82,NG,2025-03-06 02:56:34
476,makueni boma,-1.8041,37.6203,15.01,94,86,0.5,KE,2025-03-06 02:56:35
477,tokombere,11.2271,13.4858,22.98,17,40,2.74,NG,2025-03-06 02:56:36
478,santiago de cao,-7.9589,-79.2392,23.07,83,20,3.09,PE,2025-03-06 02:56:38
479,berezovyy,51.6667,135.7,-10.71,74,100,1.46,RU,2025-03-06 02:56:39
480,moree,-29.4667,149.85,34.19,29,22,8.61,AU,2025-03-06 02:56:40
481,nueva gerona,21.8833,-82.8,25.36,77,14,1.66,CU,2025-03-06 02:56:41
482,oroqen zizhiqi,50.5667,123.7167,-5.82,64,15,0.89,CN,2025-03-06 02:56:42
483,isoka,-10.1606,32.6335,16.59,99,22,0.31,ZM,2025-03-06 02:56:43
484,manismata,-2.4667,111.0333,28.09,84,97,1.07,ID,2025-03-06 02:56:08
485,bolszewo,54.618,18.1759,9.87,45,43,7.6,PL,2025-03-06 02:56:45
486,sumbawa besar,-8.5,117.4333,31.84,63,33,2.28,ID,2025-03-06 02:56:46
487,karakecili,39.5942,33.3778,3.16,50,4,2.6,TR,2025-03-06 02:56:47
488,tanguieta,10.6212,1.2665,29.47,44,100,2.26,BJ,2025-03-06 02:56:49
489,kiunga,-6.1219,141.2906,34.07,50,99,0.99,PG,2025-03-06 02:56:50
490,florence,43.7667,11.25,8.94,81,0,0.51,IT,2025-03-06 02:56:51
491,yamada,39.4667,141.95,3.11,99,100,1.84,JP,2025-03-06 02:56:52
492,la paz,-16.5,-68.15,9.99,88,75,2.57,BO,2025-03-06 02:56:53
493,idri,27.5,13.2667,15.81,39,100,6.03,LY,2025-03-06 02:56:54
494,raduzhny,62.0961,77.475,-16.95,99,93,3.26,RU,2025-03-06 02:56:56
495,scottsbluff,41.8666,-103.6672,6.27,40,75,3.09,US,2025-03-06 02:55:17
496,hotan,37.0997,79.9269,4.57,25,78,2.34,CN,2025-03-06 02:56:59
497,isieke,6.3783,8.0352,26.63,81,73,2.8,NG,2025-03-06 02:57:00
498,tabou,4.423,-7.3528,24.66,91,97,2.36,CI,2025-03-06 02:56:36
499,gore,-46.1028,168.9436,19.31,46,64,3.62,NZ,2025-03-06 02:57:02
500,bahia blanca,-38.7196,-62.2724,21.43,95,100,7.97,AR,2025-03-06 02:57:03
501,rio gallegos,-51.6226,-69.2181,8.03,66,0,3.6,AR,2025-03-06 02:57:04
502,ancud,-41.8697,-73.8203,15.03,96,100,6.82,CL,2025-03-06 02:57:05
503,belvedere marittimo,39.6179,15.8617,11.03,65,0,2.97,IT,2025-03-06 02:57:06
504,ratangarh,28.0833,74.6,18.65,14,1,3.29,IN,2025-03-06 02:57:08
505,cooma,-36.2333,149.1333,25.82,31,1,4.61,AU,2025-03-06 02:57:10
506,campbellton,48.0075,-66.6727,-0.75,97,100,5.68,CA,2025-03-06 02:57:11
507,tobelo,1.7284,128.0095,26.12,91,100,4.68,ID,2025-03-06 02:57:12
508,essaouira,31.5125,-9.77,13.72,94,75,1.54,MA,2025-03-06 02:57:13
509,tsiombe,-25.3,45.4833,23.83,97,39,1.99,MG,2025-03-06 02:57:14
510,tadine,-21.55,167.8833,27.79,64,91,4.44,NC,2025-03-06 02:57:15
511,carutapera,-1.195,-46.02,23.51,94,100,1.45,BR,2025-03-06 02:57:16
512,kristiansund,63.1115,7.732,11.36,54,75,16.46,NO,2025-03-06 02:57:18
513,molde,62.7375,7.1591,10.91,66,100,22.64,NO,2025-03-06 02:57:19
514,karmaskaly,54.3709,56.1837,-10.05,95,83,1.62,RU,2025-03-06 02:57:20
515,la'ie,21.6477,-157.9253,26.66,78,26,3.13,US,2025-03-06 02:57:21
516,severo-yeniseyskiy,60.3725,93.0408,-8.46,93,100,2.59,RU,2025-03-06 02:57:22
517,arrifes,37.7667,-25.7,12.72,89,100,5.79,PT,2025-03-06 02:57:23
518,vadso,70.0744,29.7487,-2.91,93,75,2.57,NO,2025-03-06 02:57:24
519,walla walla,46.0646,-118.343,8.43,65,0,5.14,US,2025-03-06 02:57:25
520,lubu,23.1742,112.2809,11.77,73,100,1.94,CN,2025-03-06 02:57:26
521,forster,-32.1667,152.5167,22.99,86,95,8.33,AU,2025-03-06 02:57:27
522,kuqa,41.7278,82.9364,4.1,61,10,1.76,CN,2025-03-06 02:57:29
523,olindina,-11.3667,-38.3333,22.88,89,80,2.4,BR,2025-03-06 02:57:30
524,sanya,18.2431,109.505,28.09,69,40,6.0,CN,2025-03-06 02:57:31
525,helena valley southeast,46.6153,-111.9216,1.28,57,45,0.89,US,2025-03-06 02:57:32
526,moussoro,13.6408,16.4901,22.9,12,17,6.56,TD,2025-03-06 02:57:33
527,kimbe,-5.5502,150.1429,30.06,70,72,3.18,PG,2025-03-06 02:57:34
528,kijang,35.2442,129.2139,7.85,49,83,3.62,KR,2025-03-06 02:57:35
529,tosontsengel,48.7567,98.2839,-16.22,92,96,0.64,MN,2025-03-06 02:57:36
530,suntar,62.1444,117.6319,-17.23,92,100,2.37,RU,2025-03-06 02:57:38
531,sisimiut,66.9395,-53.6735,-21.53,89,12,2.5,GL,2025-03-06 02:57:39
532,san mariano,7.5,126.0,25.6,88,100,1.02,PH,2025-03-06 02:57:40
533,la ronge,55.1001,-105.2842,-7.86,49,0,3.09,CA,2025-03-06 02:57:41
534,utrera,37.1852,-5.7809,13.1,92,54,1.75,ES,2025-03-06 02:57:42
535,mutuali,-14.8706,37.0044,21.78,96,92,0.39,MZ,2025-03-06 02:57:43
536,toliara,-23.35,43.6667,25.03,86,0,2.01,MG,2025-03-06 02:57:44
537,cam ranh,11.9214,109.1591,29.98,58,20,1.54,VN,2025-03-06 02:57:45
538,cole harbour,44.6724,-63.4751,3.29,95,100,3.09,CA,2025-03-06 02:54:09
539,ambon,-3.6954,128.1814,29.57,100,40,2.06,ID,2025-03-06 02:57:47
540,ippy,6.2679,21.2247,26.39,35,94,1.49,CF,2025-03-06 02:57:49
541,nakamura,32.9833,132.9333,11.39,48,100,3.54,JP,2025-03-06 02:57:50
542,stornoway,58.2093,-6.3865,7.98,89,100,0.0,GB,2025-03-06 02:57:51
543,nova vicosa,-17.8919,-39.3719,24.59,85,0,4.81,BR,2025-03-06 02:57:52
544,pathein,16.7833,94.7333,31.31,31,78,6.71,MM,2025-03-06 02:57:53
545,lorengau,-2.0226,147.2712,30.32,59,16,4.37,PG,2025-03-06 02:57:54
546,dalandzadgad,43.5708,104.425,0.5,33,100,5.89,MN,2025-03-06 02:57:55
547,tegueste,28.5167,-16.3167,13.33,87,75,6.69,ES,2025-03-06 02:57:56
548,kattivakkam,13.2167,80.3167,28.96,60,31,3.32,IN,2025-03-06 02:57:57
